,Utterance_ID,Speaker,Utterance,Emotion,Dialogue_ID
1,2,Julio,"What's wrong, Monica? You're shaking.",fear,1080
2,3,Monica,"I'm just... I'm worried about the future, you know?",fear,1080
3,4,Julio,"We all are, but we can't let it consume us.",neutral,1080
4,5,Monica,"But what if it's all for nothing? What if we're just empty vases, waiting to be filled with disappointment?",fear,1080
5,6,Julio,"Monica, you're not an empty vase. You're a strong, independent woman.",neutral,1080
6,7,Monica,Am I though? Or am I just fooling myself?,fear,1080
7,8,Julio,"You're not fooling yourself. You're just scared, like the rest of us.",neutral,1080
8,9,Monica,I don't know how to stop being scared.,fear,1080
9,10,Julio,"We'll figure it out together, one step at a time.",neutral,1080
0,1,Janice,What's going on here? You two seem terrified.,fear,1081
1,2,Rachel,We just saw a group of men breaking into our house.,fear,1081
2,3,Janice,Oh my God! What should we do?,fear,1081
3,4,Rachel,I think we should call the police.,fear,1081
0,1,Ross,Hey! Guess what I found out about the wedding venue?,fear,1082
1,2,Chandler,What is it now?,neutral,1082
2,3,Ross,It's built on an ancient burial ground!,fear,1082
3,4,Chandler,Are you serious?,surprise,1082
4,5,Ross,"Yeah, they say it's haunted by the spirits of the dead!",fear,1082
5,6,Chandler,"This is not okay, Ross. We can't have our wedding there.",anger,1082
6,7,Ross,I'm afraid it might be too late to change the venue.,sadness,1082
7,8,Chandler,We have to try! I don't want our special day to be ruined by ghostly apparitions.,fear,1082
0,1,Danny,I can't believe we're actually going to climb this mountain.,fear,1083
1,2,Joey,"Yeah, it's kind of intimidating, isn't it?",neutral,1083
2,3,Chandler,You guys are such wimps. It's just a mountain.,disgust,1083
3,4,Krista,"Hey, at least they're being honest about their feelings.",neutral,1083
4,5,Rachel,I'm actually really scared too.,fear,1083
5,6,Monica,"It's okay to be scared, but we can do this together.",neutral,1083
6,7,Joey,"Yeah, come on! We'll protect you from any mountain lions.",joy,1083
7,8,Chandler,"Mountain lions? Oh, great. Now I'm really scared.",fear,1083
8,9,Danny,"Thanks, Joey. You're really helping here.",anger,1083
9,10,Rachel,Maybe this wasn't such a good idea after all.,sadness,1083
10,11,Monica,"No, we can do it. Let's just take it slow and stay together.",neutral,1083
0,1,Phoebe,I just heard that we might have an unexpected quiz tomorrow!,fear,1084
1,2,A Female Student,What? How can they do this to us?,fear,1084
2,3,Phoebe,"I know, it's so unfair!",anger,1084
3,4,Monica,"Don't worry, guys. I will try to talk to the professor and get more information.",neutral,1084
4,5,All,"Please, Monica. We're counting on you!",fear,1084
5,6,Monica,I'll do my best. Let's hope for the best!,neutral,1084
0,1,Ross,I'm really worried about telling Rachel the truth. What if she gets mad at me?,fear,1085
1,2,Phoebe,"I know it's scary, but you have to be honest with her. She's your friend.",neutral,1085
2,3,Ross,I'm just afraid of losing her friendship. What if she can't forgive me?,fear,1085
3,4,Rachel,What are you two talking about?,surprise,1085
4,5,Phoebe,"Oh, um... nothing! Just discussing the movie.",fear,1085
5,6,Rachel,"Okay, but you both looked really serious. Is everything alright?",sadness,1085
6,7,Joey,"Yeah, everything's fine. Let's just watch the movie.",anger,1085
0,1,Joey,I think I saw a mouse in the corner!,fear,1086
1,2,The Dry Cleaner,"Oh no, that's the third one this week.",fear,1086
2,3,Joey,Maybe we should call an exterminator.,fear,1086
3,4,Phoebe,I hate mice. They make my skin crawl.,disgust,1086
4,5,The Dry Cleaner,I'll call someone tomorrow.,neutral,1086
0,1,John,Did you hear that noise outside?,fear,1087
1,2,Samantha,"No, what was it?",neutral,1087
2,3,John,It sounded like footsteps.,fear,1087
3,4,Samantha,Maybe it's just the wind.,neutral,1087
4,5,John,"The wind doesn't make footsteps, Samantha!",fear,1087
5,6,Samantha,"Okay, let's check it out.",neutral,1087
6,7,John,"No, no, no. We should stay inside.",fear,1087
7,8,Samantha,"Alright, we'll stay inside. But we should call the police.",neutral,1087
8,9,John,You're right. I'll call them now.,fear,1087
0,1,Ross,"Hey, everybody, be careful out there. There's been some strange sightings lately.",fear,1088
1,2,All,What kind of sightings?,fear,1088
2,3,Ross,Some people have reported seeing a mysterious figure lurking in the shadows.,fear,1088
3,4,Chandler,"Oh, come on Ross. You don't really believe in that stuff, do you?",disgust,1088
4,5,Monica,"I don't know, Chandler. There's been a lot of unexplained things happening lately.",fear,1088
5,6,Rachel,I heard it's just someone playing a prank.,neutral,1088
6,7,Ross,"Well, whatever it is, we should all be cautious.",fear,1088
7,8,All,Agreed.,fear,1088
0,1,Chandler,I can't believe I lost all my money playing that game.,fear,1089
1,2,Ross,"Don't worry, I'm sure you'll win it back.",neutral,1089
2,3,Chandler,"No, you don't understand. I'm in deep trouble.",fear,1089
3,4,Ross,What do you mean?,surprise,1089
4,5,Chandler,I borrowed money from a dangerous person to play the game.,fear,1089
5,6,Ross,"Oh no, Chandler! What are we going to do?",fear,1089
0,1,Rachel,"Chandler, I'm really worried about this new guy, Patrick.",fear,1090
1,2,Chandler,Why? What's wrong?,neutral,1090
2,3,Rachel,I think he might be getting the wrong idea about me.,fear,1090
3,4,Chandler,What do you mean?,neutral,1090
4,5,Rachel,I'm afraid he thinks I'm just looking for a fling.,fear,1090
5,6,Chandler,Did you tell him that?,neutral,1090
6,7,Rachel,"No, but I'm worried he might have gotten that impression.",fear,1090
7,8,Chandler,"Well, have you tried talking to him about it?",neutral,1090
8,9,Rachel,"No, I'm scared to bring it up.",fear,1090
9,10,Chandler,I think you should. It's better to clear the air than to let misunderstandings fester.,neutral,1090
0,1,Phoebe,"Ok, so now we need, um sage branches and the sacramental wine.",neutral,1091
1,2,Monica,"All I have is, is oregano and a, ",neutral,1091
2,3,Phoebe,"Um, that's ok!  Ok. All right. Now we need the semen of a righteous man.",fear,1091
3,4,Rachel,"Ok, Pheebs, you know what, if we had that, we wouldn't be doing the ritual in the first place.",fear,1091
4,5,Monica,Can we just start throwing things in?,fear,1091
5,6,Phoebe,"Ok, yeah, ok.  Oh, OK.",neutral,1091
6,7,Rachel,"Ok, Barry's letters. Adam Ritter's boxer shorts.",neutral,1091
7,8,Phoebe,"Ok, and I have the, uh receipt for my dinner with Nokululu Oon Ah Ah.",neutral,1091
8,9,Monica,"Look, here's a picture of Scotty Jared naked.",neutral,1091
9,10,Rachel,Hey he's wearing a sweater.,surprise,1091
10,11,Monica,No.,neutral,1091
11,12,Rachel and Phoebe,Eww!,disgust,1091
12,13,Rachel,And here we have the last of Paulo's grappa.,neutral,1091
13,14,Monica,"Hey, Rachel, isn't that stuff almost pure...",fear,1091
0,1,Rachel,"Hey guys, I just heard about a new horror movie that's coming out next week.",neutral,1092
1,2,Chandler,"Oh, really? What's it about?",fear,1092
2,3,Rachel,It's about a haunted house that drives its inhabitants insane.,fear,1092
3,4,Joey,No way! I'm not watching that. I hate scary movies!,fear,1092
4,5,Phoebe,"Aw, come on Joey, it'll be fun!",joy,1092
5,6,Joey,"No way, Pheebs. I'm not going. I'll have nightmares for weeks!",fear,1092
6,7,Monica,I'm with Joey on this one. I don't like scary movies either.,fear,1092
7,8,Chandler,"Oh, come on you guys! It's just a movie. It can't hurt you.",neutral,1092
8,9,Rachel,I'll tell you what. Let's all go together. We'll protect each other.,joy,1092
9,10,Joey,"Okay, but if I pee my pants, it's on you guys!",fear,1092
0,1,Rachel,"Guys, I just heard on the news. There's been an earthquake in the city.",fear,1093
1,2,Chandler,What? Are you serious?,fear,1093
2,3,Joey,"Oh my god, is everyone okay?",fear,1093
3,4,Phoebe,I'm trying to reach my mom. I can't get through.,fear,1093
4,5,Ross,"Try again, keep trying.",fear,1093
5,6,Monica,This is terrifying. I can't believe this is happening.,fear,1093
6,7,Rachel,We need to check on everyone. Make sure they're safe.,fear,1093
7,8,Chandler,I can't get ahold of my boss. The lines must be down.,fear,1093
8,9,Joey,We should stay put. It's not safe to go out.,fear,1093
9,10,Phoebe,"I think we should gather some supplies, just in case.",fear,1093
10,11,Ross,Good idea. We should be prepared for anything.,fear,1093
11,12,Monica,"Okay, let's stay calm and think this through.",neutral,1093
0,1,Ross,Did you hear that noise outside?,fear,1094
1,2,Rachel,"Yeah, it sounded like someone was screaming.",fear,1094
2,3,Joey,Maybe we should call the police.,neutral,1094
3,4,Phoebe,I'm scared. What if it's a serial killer?,fear,1094
4,5,Chandler,I'm sure it's nothing. Let's just stay inside and lock the doors.,neutral,1094
5,6,Monica,"Okay, we'll be safe here.",joy,1094
0,1,The Interviewer,"Welcome back, Joey. It's been a while since we last spoke.",neutral,1095
1,2,Joey,"Yeah, I've been laying low, trying to avoid any trouble.",fear,1095
2,3,The Interviewer,Is there something specific you're afraid of?,neutral,1095
3,4,Joey,"I just have this constant fear that I might say the wrong thing again, like last time.",fear,1095
4,5,The Interviewer,"Well, we're here to talk about your experience, not to judge.",neutral,1095
5,6,Joey,"I know, but the fear is always there, lurking in the back of my mind.",fear,1095
6,7,The Interviewer,Have you sought any help to cope with this fear?,neutral,1095
7,8,Joey,"I've tried, but it's hard to shake off the past.",fear,1095
8,9,The Interviewer,We understand. Let's talk about something more positive. How have you been since then?,neutral,1095
9,10,Joey,I've been focusing on my family and trying to keep a low profile.,neutral,1095
0,1,Monica,"Hey, Rach. How was it with your friends?",fear,1096
1,2,Rachel,"It was... weird. They were acting strange, like they were scared of something.",fear,1096
2,3,Monica,Scared? What happened?,surprise,1096
3,4,Rachel,"They said they saw something in the woods, something terrifying.",fear,1096
4,5,Monica,In the woods? That's unsettling. Did they describe what they saw?,fear,1096
5,6,Rachel,"No, they couldn't. They were too frightened. But they said it was big, and it had glowing eyes.",fear,1096
6,7,Monica,Glowing eyes? That sounds like something from a horror movie.,fear,1096
7,8,Rachel,"Yeah, and they swore they heard it growling.",fear,1096
8,9,Monica,That's creepy. Maybe we should stay indoors tonight.,fear,1096
9,10,Rachel,I think that's a good idea. I don't want to take any chances.,fear,1096
0,1,Joey,Have you heard about the new horror movie that just came out?,fear,1097
1,2,Chandler,"No, what's it about?",neutral,1097
2,3,Joey,It's about a haunted stack of porn that comes to life and attacks people!,fear,1097
3,4,Chandler,That sounds terrifying!,fear,1097
4,5,Joey,"Yeah, I don't think I'll be able to sleep tonight.",fear,1097
0,1,Chandler,"Guys, I think I'm going to propose to Monica!",fear,1098
1,2,Phoebe,"Oh my God, that's amazing! Why are you scared?",surprise,1098
2,3,Chandler,What if she says no? I don't know if I can handle the rejection.,fear,1098
3,4,Joey,I'm sure she'll say yes. You guys are perfect for each other.,neutral,1098
4,5,Ross,"Yeah, Chandler. Monica would be crazy to not want to spend the rest of her life with you.",neutral,1098
5,6,Phoebe,"I think you should do it! It'll be great, I promise.",joy,1098
6,7,Chandler,I hope so. I don't know if my heart can take it if she doesn't.,fear,1098
7,8,Ross,"Just remember, no matter what happens, we'll always be here for you.",neutral,1098
8,9,Chandler,"Thanks, guys. I really appreciate it.",fear,1098
9,10,Joey,"Now, let's go ring shopping!",joy,1098
0,1,Joey,"Chandler, do you ever think about what would happen if we were stuck in our apartment during a zombie apocalypse?",fear,1099
1,2,Chandler,"Uh, I can't say that's my idea of a fun Friday night, but okay, I'll bite. What's your plan?",neutral,1099
2,3,Joey,"I think we should start preparing for it now. We can never be too careful, you know?",fear,1099
3,4,Chandler,Preparing for a zombie apocalypse? Seriously?,surprise,1099
4,5,Joey,"Yes, Chandler! It's not something to joke about. We could be in grave danger!",fear,1099
5,6,Chandler,"Alright, alright. I'll help you prepare. But let's at least make it fun, okay?",neutral,1099
6,7,Joey,"Yeah, sure. So, first things first, we need to gather all the non-perishable food items we have.",neutral,1099
7,8,Chandler,You mean like my secret stash of cookies?,joy,1099
8,9,Joey,"Those too, but we also need things like canned goods and bottled water.",neutral,1099
9,10,Chandler,"Okay, but if there's a zombie apocalypse, I'm definitely saving my cookies for last.",joy,1099
10,11,Joey,"Fair enough. But remember, we need to be prepared for anything.",fear,1099
0,1,Phoebe,"You know, birds have a very good sense of direction. Maybe they could help us find our way out of here.",fear,1100
1,2,Chandler,If only we were lost in a migration pattern! I'm not sure they can help us escape this place.,fear,1100
2,3,Phoebe,I can't shake the feeling that something terrible is going to happen if we don't find our way out.,fear,1100
3,4,Chandler,"I know, this place is giving me the creeps. We have to keep moving and find an exit.",fear,1100
0,1,Chandler,"Guys, I've got a confession to make.",fear,1101
1,2,Ross,"What's up, Chandler?",neutral,1101
2,3,Chandler,I'm terrified of going to the dentist.,fear,1101
3,4,Monica,Why are you scared of the dentist?,surprise,1101
4,5,Chandler,I had a bad experience when I was a kid.,sadness,1101
5,6,Ross,"You're an adult now, Chandler. It's time to face your fears.",neutral,1101
6,7,Chandler,I'm not sure I can do it.,fear,1101
7,8,Monica,"We'll be with you, Chandler. You don't have to be afraid.",joy,1101
0,1,Monica,What's that noise outside?,fear,1102
1,2,Ross,I don't hear anything. You're just paranoid.,neutral,1102
2,3,Monica,"No, seriously. It sounds like footsteps in the snow.",fear,1102
3,4,Ross,"Okay, I'll check it out. Stay here.",neutral,1102
4,5,Monica,Please hurry back. I don't want to be alone.,fear,1102
5,6,Ross,I'm back. It was just a stray cat. Nothing to worry about.,joy,1102
6,7,Monica,Thank goodness. You had me scared for a moment.,fear,1102
0,1,Monica,Did you hear about what happened at Central Perk today?,fear,1103
1,2,Chandler,"No, what happened?",neutral,1103
2,3,Monica,There was a robbery and everyone is really shaken up.,fear,1103
3,4,Chandler,What? That's terrible!,fear,1103
4,5,Monica,"I know. I'm just so worried about Phoebe, she was there when it happened.",fear,1103
5,6,Chandler,Is she okay?,fear,1103
6,7,Monica,"Yes, she's physically fine but she's really scared.",sadness,1103
7,8,Chandler,That's understandable. I would be too.,fear,1103
8,9,Monica,I just don't know what to do. I feel so helpless.,fear,1103
9,10,Chandler,We'll figure something out. We'll all look out for each other.,neutral,1103
10,11,Monica,You're right. We need to stick together in times like these.,fear,1103
11,12,Chandler,Exactly. We'll get through this.,neutral,1103
0,1,Joey,Do you hear that noise outside?,fear,1104
1,2,Ross,It's probably just a squirrel.,neutral,1104
2,3,Monica,I don't think squirrels make that kind of noise at night.,fear,1104
3,4,Chandler,I'll go check it out.,neutral,1104
4,5,Phoebe,"Be careful, Chandler!",fear,1104
