,Utterance_ID,Speaker,Utterance,Emotion,Dialogue_ID
2,3,Chandler,I almost told my boss about our engagement!,fear,1076
3,4,Monica,"Chandler, we agreed to keep it a secret until we tell our parents!",anger,1076
4,5,Chandler,"I know, I know! But he asked me if I was hiding something.",fear,1076
5,6,Monica,What did you say?,fear,1076
6,7,Chandler,"I played it off, but I don't know if he bought it.",fear,1076
7,8,Monica,We need to tell our parents soon.,neutral,1076
8,9,Chandler,"I agree, but let's wait until after the holidays.",fear,1076
9,10,Monica,"Okay, but you have to be more careful!",fear,1076
10,11,Chandler,"I will, I promise.",fear,1076
0,1,Ross,"Janice, I really don't think it's a good idea for you to be here right now.",fear,1077
1,2,Janice,Why? I'm just trying to help!,surprise,1077
2,3,Rachel,"Ross is right, Janice. This is a private matter.",fear,1077
3,4,Janice,But I'm your friend! I want to support you!,sadness,1077
4,5,Ross,"We appreciate that, but we need some space right now.",fear,1077
5,6,Janice,"Oh, I see. You're afraid I'll say something wrong.",sadness,1077
6,7,Rachel,"It's not that, it's just... this situation is already so complicated.",fear,1077
7,8,Janice,"Okay, I understand. I'll give you guys some privacy.",sadness,1077
8,9,Ross,"Thank you, Janice. We'll call you later.",neutral,1077
9,10,Janice,I hope everything works out for you two.,fear,1077
0,1,Emily,"Monica, why have you brought me here of all places?!",fear,1078
1,2,Monica,You'll see.,neutral,1078
2,3,Emily,"I tell you, this wedding is not going to happen.",fear,1078
3,4,Ross,"Okay? But-but imagine a lot more lights, okay? And-and y'know fewer bricks, and-and-and flowers, and candles,",neutral,1078
4,5,Monica,"And the musicians, look, they can go over here, okay? And the chairs can face this way, and… You go.",neutral,1078
5,6,Ross,"But-but, if you don't love this, we'll do it in any other place at any other time.",neutral,1078
6,7,Ross,"Really, it's fine, whatever you want.",neutral,1078
7,8,Emily,It's perfect.,fear,1078
8,9,Ross,"And, I don't know, if it starts to rain,",fear,1078
9,10,Emily,Well then we'll get wet.,fear,1078
10,11,Monica,Ohh. And I don't even have a date.,sadness,1078
0,1,Joey,How do I look?,neutral,1079
1,2,Chandler,"Oh, uh, I... don't... care.",neutral,1079
2,3,Chandler,"Ok, now, remember, no trading.",neutral,1079
3,4,Chandler,"You get the pretty one, I get the mess.",neutral,1079
4,5,Lorraine,"Hi, Joey. Well well, look what you brought. Very nice.",joy,1079
5,6,Chandler,...And what did you bring?,neutral,1079
6,7,Lorraine,She's checking the coats.,neutral,1079
7,8,Lorraine,"Joey, I'm gonna go wash the cab smell off my hands.",neutral,1079
8,9,Lorraine,"Will you get me a white Zinfandel, and a glass of red for Janice.",neutral,1079
9,10,Chandler,Janice?,surprise,1079
10,11,Janice,Oh.... my.... God.,surprise,1079
11,12,Chandler,"Hey, it's Janice.",neutral,1079
12,13,Janice,Chandler? What are you doing here?,fear,1079
13,14,Chandler,I could ask you the same question.,fear,1079
14,15,Janice,I'm here with my new boyfriend.,neutral,1079
15,16,Chandler,Boyfriend? But what about me?,fear,1079
16,17,Janice,"Chandler, we broke up. You need to move on.",sadness,1079
17,18,Chandler,"But I can't. I'm still in love with you, Janice.",fear,1079
18,19,Janice,"Chandler, please don't make a scene.",fear,1079
19,20,Chandler,I can't help it. The thought of you with someone else terrifies me.,fear,1079
20,21,Janice,"Chandler, you need help.",sadness,1079
21,22,Chandler,"No, what I need is you.",fear,1079
0,1,Rachel,"Phoebe, do you see what I see?",fear,1080
1,2,Phoebe,"Oh no, Ross is with that girl again. This can't be good.",fear,1080
2,3,Rachel,What if he falls for her? What if she's the one?,fear,1080
3,4,Phoebe,"I don't know, Rachel. I'm afraid of what this could mean for you and Ross.",fear,1080
4,5,Rachel,"I can't lose him, Phoebe. I just can't.",fear,1080
5,6,Phoebe,We need to find out more about this girl. I'm scared of what could happen.,fear,1080
6,7,Rachel,"I have a bad feeling about this, Phoebe. A really bad feeling.",fear,1080
7,8,Phoebe,"I know, Rachel. We'll figure this out together, okay? Don't be scared.",fear,1080
0,1,Robert,I can't believe this is happening again. I'm so scared.,fear,1081
1,2,Phoebe,"It's okay, we'll figure this out. There's nothing to be afraid of.",neutral,1081
2,3,Robert,But what if it happens again? What if I'm never able to get rid of this fear?,fear,1081
3,4,Gunther,Maybe it's something you're putting out there. Maybe you're subconsciously inviting this fear.,neutral,1081
4,5,Phoebe,"I don't think that's helpful, Gunther. Robert is clearly struggling.",anger,1081
5,6,Chandler,I think what Gunther is trying to say is that sometimes our fears can manifest in unexpected ways.,neutral,1081
6,7,Robert,But how do I stop it? How do I get rid of this constant fear?,fear,1081
7,8,Ross,I think the first step is acknowledging the fear and trying to understand where it's coming from.,neutral,1081
8,9,Robert,I've tried that. It doesn't work. The fear just keeps coming back.,fear,1081
9,10,Phoebe,Maybe you need to confront the source of the fear directly. Face it head-on.,neutral,1081
10,11,Robert,I don't know if I'm strong enough to do that. What if I fail?,fear,1081
11,12,Gunther,You won't fail. You have all of us here to support you.,joy,1081
12,13,Chandler,"Yeah, we'll be with you every step of the way.",joy,1081
13,14,Ross,"And remember, fear is just a feeling. It can't actually hurt you.",neutral,1081
14,15,Robert,"Okay, I'll try. I'll face my fear head-on.",fear,1081
0,1,Chandler,"Hey, did you hear about those kids who went missing in the park?",fear,1082
1,2,Ross,"No, what happened?",fear,1082
2,3,Chandler,They were playing in the street and just vanished! No one knows where they went!,fear,1082
3,4,Ross,That's terrifying! I heard there's a new group of predators targeting kids in the city.,fear,1082
4,5,Chandler,"Yeah, I think we should avoid going out at night. It's not safe anymore.",fear,1082
5,6,Ross,I agree. It's scary to think about what could happen to them out there.,fear,1082
6,7,Chandler,We should warn the others and make sure they're careful too.,fear,1082
7,8,Ross,Good idea. Safety first!,neutral,1082
0,1,Joey,I can't believe I have to go to the sleep clinic tonight. What if they find something wrong with me?,fear,1083
1,2,Chandler,"It's just a routine check-up, Joey. I'm sure you'll be fine.",neutral,1083
2,3,Rachel,"Hey guys, how's it going?",joy,1083
3,4,Joey,I'm just worried about this sleep clinic thing. What if they discover something serious?,fear,1083
4,5,Rachel,"Oh, c'mon Joey, it's probably nothing. Don't worry so much.",neutral,1083
5,6,Joey,But what if it is something serious? I don't know if I can handle that.,fear,1083
6,7,Chandler,"We'll be here for you, no matter what. You don't have to face this alone.",neutral,1083
7,8,Rachel,"Yeah, and you know what? Even if they do find something, at least you'll know and you can do something about it.",neutral,1083
8,9,Joey,I guess you're right. I just can't shake this feeling of dread.,fear,1083
9,10,Chandler,"Just try to relax, okay? Worrying about it won't change anything.",neutral,1083
10,11,Rachel,"And hey, if it makes you feel any better, I'm a little scared too.",fear,1083
11,12,Joey,Really? Why?,surprise,1083
12,13,Rachel,"Well, I'm just afraid that Joshua and I are moving too fast. What if we end up regretting it?",fear,1083
13,14,Chandler,"You guys will be fine. You love each other, and that's what matters.",neutral,1083
14,15,Joey,"Yeah, I guess we just need to have faith that everything will work out for the best.",fear,1083
0,1,Chandler,I can't believe I did this! What an idiot!,fear,1084
1,2,Monica,"Oh, stop beating yourself up!",fear,1084
2,3,Monica,People make mistakes!,neutral,1084
3,4,Monica,These things happen!,neutral,1084
4,5,Monica,"There aren't any message you've forgotten to give me, are there?",fear,1084
5,6,Chandler,"No, no, I think I got them all.",fear,1084
6,7,Monica,"Good, because if you mess this up, I don't know what I'll do!",fear,1084
7,8,Chandler,"I know, I know. I'm scared too.",fear,1084
8,9,Monica,"We'll get through this, okay?",fear,1084
9,10,Chandler,"Yeah, together.",fear,1084
0,1,Joey,Is he always this late?,fear,1085
1,2,Receptionist,"It's hard to say. He's usually pretty punctual, but recently his schedule has been all over the place.",neutral,1085
2,3,Joey,I can't believe I'm putting my career in the hands of someone who can't even show up on time!,fear,1085
3,4,Receptionist,You're not the only one waiting. The woman over there is a writer who's been waiting for over an hour.,neutral,1085
4,5,Joey,This is a nightmare. What if he doesn't show up at all?,fear,1085
5,6,Receptionist,"Try to relax, Mr. Tribbiani. These things happen. He'll get here when he gets here.",neutral,1085
6,7,Joey,But what if he doesn't? I've got a big audition coming up and I really need his help!,fear,1085
7,8,Receptionist,"You'll just have to wait and see, won't you?",neutral,1085
0,1,1st Customer,Everything was delicious!,joy,1086
1,2,Monica,Thank you!,joy,1086
2,3,2nd Customer,It was. The duck in particular was superb.,joy,1086
3,4,Monica,Thank you! You haven't said anything...,joy,1086
4,5,3rd Customer,Actually I do have one small complaint.,neutral,1086
5,6,Monica,Oh... please! I-I welcome criticism.,neutral,1086
6,7,3rd Customer,The musician right outside the restaurant... it's kind of a mood-killer!,sadness,1086
7,8,Monica,What musician?,surprise,1086
8,9,Monica,I'll take care of it right away.,fear,1086
9,10,3rd Customer,"You seem terrified, is everything okay?",fear,1086
10,11,Monica,"Yes, it's just that... I've been receiving strange letters lately.",fear,1086
11,12,2nd Customer,Strange letters? What do you mean?,fear,1086
12,13,Monica,They're threatening... and I think they might be from someone I used to know.,fear,1086
13,14,1st Customer,That's awful! Have you told the police?,fear,1086
14,15,Monica,Not yet... I'm scared of what might happen if I do.,fear,1086
15,16,3rd Customer,You should definitely tell them. It's not safe to keep this to yourself.,fear,1086
16,17,Monica,You're right... I'll go to the police station tomorrow.,fear,1086
17,18,2nd Customer,We'll come with you for support if you'd like.,fear,1086
18,19,Monica,Thank you... that means a lot to me.,fear,1086
0,1,Phoebe,"Um, that's it.",neutral,1087
1,2,Phoebe,No.,neutral,1087
2,3,Ross,"What's wrong, Pheebs?",fear,1087
3,4,Phoebe,I think someone's been following me.,fear,1087
4,5,Chandler,What? Why do you think that?,surprise,1087
5,6,Phoebe,"I've just had this strange feeling, like I'm being watched.",fear,1087
6,7,Monica,Have you seen anyone suspicious?,fear,1087
7,8,Phoebe,"No, that's the thing. I haven't seen anyone, but the feeling won't go away.",fear,1087
8,9,Joey,Maybe it's a ghost!,fear,1087
9,10,Rachel,"Joey, not helping!",anger,1087
10,11,Ross,"Look, Pheebs, if you're really worried, I can walk you home.",fear,1087
11,12,Phoebe,"Thanks, Ross. I think I'll take you up on that.",fear,1087
0,1,Joey,"Mr. Treeger, please don't call the landlord!",fear,1088
1,2,Mr. Treeger,"Why should I listen to you, kid?",anger,1088
2,3,Joey,Because we'll make it worth your while if you keep quiet.,fear,1088
3,4,Mr. Treeger,"Oh, so you're trying to bribe me now?",anger,1088
4,5,Joey,"No, no, not a bribe! Just a little something to show our appreciation.",fear,1088
5,6,Mr. Treeger,You've got until tomorrow to clear out or I'm calling the landlord.,anger,1088
6,7,Joey,"Please, Mr. Treeger, have a heart!",fear,1088
7,8,Mr. Treeger,"You had your chance, pal. Time's up.",anger,1088
8,9,Joey,"I'm begging you, don't do this to us!",fear,1088
9,10,Mr. Treeger,You should've thought about that before you broke the rules.,anger,1088
10,11,Joey,"We'll leave, we'll go right now!",fear,1088
11,12,Mr. Treeger,Not good enough. You had your chance.,anger,1088
12,13,Joey,Monica and Rachel will be devastated. They have nowhere else to go!,fear,1088
13,14,Mr. Treeger,That's not my problem. You've got 24 hours.,anger,1088
14,15,Joey,"Please, you can't do this to us!",fear,1088
0,1,Chandler,Triskaidekaphobia.,neutral,1089
1,2,Ross,The fear of...,neutral,1089
2,3,Joey,"No! No, fear of the number 13.",neutral,1089
3,4,Monica,"Guys, I think I saw a mouse in the kitchen!",fear,1089
4,5,Chandler,What? Where?,fear,1089
5,6,Ross,"It’s possible, they have really sharp edges.",fear,1089
6,7,Joey,"All right Chandler, you’re up.",neutral,1089
7,8,Ross,"Wait a minute, I-I believe I’m entitled to use my Angel Pass for a free turn?",joy,1089
8,9,Chandler,This game makes no sense!,anger,1089
9,10,Ross,Y’know what? You’re just upset because you’re losing.,joy,1089
10,11,Chandler,"Oh come on Ross, I think we’re all losers here.",neutral,1089
11,12,Joey,"All right. Chandler, you can either spin the wheel or pick a Google card.",neutral,1089
12,13,Chandler,Let me think. Let me think—Oh! I don’t care.,anger,1089
13,14,Joey,You-you must choose Mr. Bing.,neutral,1089
14,15,Chandler,"Either, it makes no difference.",neutral,1089
15,16,Joey,"Choose, you jackass!",anger,1089
16,17,Chandler,I’ll take a card.,neutral,1089
17,18,Joey,"Okay, you picked the Gimmie card! You get all of Ross’s points!",joy,1089
18,19,Ross,"What?!
",surprise,1089
19,20,Chandler,This game is kinda fun.,joy,1089
20,21,Ross,You don’t think it’s a little crazy that you get all my points just ‘cause you...,neutral,1089
21,22,Chandler,I don’t think the contestants are supposed to speak to each other.,neutral,1089
22,23,Monica,"Guys, focus! We need to catch this mouse before it gets away!",fear,1089
23,24,Joey,"Don't worry, I've got a plan. I'll just catch it with my sandwich!",fear,1089
24,25,Chandler,That's your plan?!,fear,1089
25,26,Ross,"I think I saw where it ran off to. Follow me, and stay close!",fear,1089
26,27,Monica,"Oh, this is so scary. I can't believe we're chasing a mouse!",fear,1089
27,28,Joey,"Don't worry, we'll catch it. And if we don't, we'll just move!",fear,1089
28,29,Chandler,"Yeah, or we could just set the building on fire. That would take care of the mouse problem.",fear,1089
0,1,Rachel,"Oh, Joey! I didn't see you there!",surprise,1090
1,2,Joey,"Rachel, we need to talk. It's important.",fear,1090
2,3,Rachel,What's wrong? You're scaring me.,fear,1090
3,4,Joey,I overheard some guys talking about a plan to rob our apartment!,fear,1090
4,5,Rachel,What? When? Are we in danger right now?,fear,1090
5,6,Joey,"I don't know, but we need to call the police and let them know.",fear,1090
6,7,Rachel,"Okay, let's do it now. I'm so scared, Joey.",fear,1090
7,8,Joey,"Don't worry, Rachel. We'll be safe. I won't let anything happen to you.",fear,1090
0,1,Rachel,"Okay, I've got some bad news. I just checked our messages and Joshua didn't call.",fear,1091
1,2,Monica,"Oh no, what are we going to do now?",fear,1091
2,3,Phoebe,"You guys, don't worry. We can handle this together.",fear,1091
